tau,s_tmp,cash,delta,pv,r_for,q,PL,,
0_1-th Autocalled,299.549,1.02249,0,1.023,,,-0.000514593,0.011485407,1
0_1-th Autocalled,285.299,1.02449,0,1.023,,,0.00149116,0.01349116,1
1_6-th Autocalled,186.52,-0.0454405,0.00336451,0.627548,,,-0.0454405,-0.0334405,0
0_2-th Autocalled,298.368,1.04275,0,1.046,,,-0.00324611,0.00875389,1
0_1-th Autocalled,337.769,1.02353,0,1.023,,,0.000527898,0.012527898,1
0_1-th Autocalled,315.352,1.02207,0,1.023,,,-0.000926091,0.011073909,1
1_6-th Autocalled,248.246,0.0185277,0.00336451,0.835227,,,0.0185277,0.0305277,1
0_1-th Autocalled,360.893,1.02302,0,1.023,,,1.90E-05,0.012019005,1
0_1-th Autocalled,293.982,1.02066,0,1.023,,,-0.0023449,0.0096551,1
0_1-th Autocalled,311.471,1.02281,0,1.023,,,-0.000187746,0.011812254,1
1_6-th Autocalled,142.249,-0.00353664,0.00336451,0.478599,,,-0.00353664,0.00846336,1
0_1-th Autocalled,312.446,1.02545,0,1.023,,,0.00245353,0.01445353,1
0_2-th Autocalled,319.786,1.04509,0,1.046,,,-0.000912122,0.011087878,1
0_1-th Autocalled,303.621,1.02321,0,1.023,,,0.000211942,0.012211942,1
0_1-th Autocalled,283.431,-0.5214,0.00540837,1.023,,,-0.0114971,0.0005029,1
1_6-th Autocalled,154.973,0.00122991,0.00336451,0.521409,,,0.00122991,0.01322991,1
0_1-th Autocalled,333.18,1.02295,0,1.023,,,-4.73E-05,0.011952747,1
0_1-th Autocalled,324.205,1.0223,0,1.023,,,-0.000704749,0.011295251,1
0_1-th Autocalled,349.915,1.0234,0,1.023,,,0.000396569,0.012396569,1
0_1-th Autocalled,291.254,1.0226,0,1.023,,,-0.000395677,0.011604323,1
0_1-th Autocalled,310.986,1.02537,0,1.023,,,0.00237192,0.01437192,1
0_1-th Autocalled,282.433,-0.734656,0.00615657,1.023,,,-0.0188365,-0.0068365,0
1_6-th Autocalled,152.047,-0.0137905,0.00336451,0.511563,,,-0.0137905,-0.0017905,0
0_5-th Autocalled,284.399,1.10725,0,1.115,,,-0.00774956,0.00425044,1
0_1-th Autocalled,310.813,1.02042,0,1.023,,,-0.00257887,0.00942113,1
0_1-th Autocalled,307.526,1.02297,0,1.023,,,-3.40E-05,0.011965987,1
0_1-th Autocalled,283.357,-0.524602,0.00540837,1.023,,,-0.0151029,-0.0031029,0
0_1-th Autocalled,373.637,1.0227,0,1.023,,,-0.000297187,0.011702813,1
0_1-th Autocalled,298.713,1.02545,0,1.023,,,0.00245224,0.01445224,1
0_1-th Autocalled,297.365,1.01876,0,1.023,,,-0.00423533,0.00776467,1
1_6-th Autocalled,195.726,0.0070912,0.00336451,0.658521,,,0.0070912,0.0190912,1
0_1-th Autocalled,310.131,1.02156,0,1.023,,,-0.00144486,0.01055514,1
0_1-th Autocalled,287.424,1.02077,0,1.023,,,-0.00223465,0.00976535,1
0_1-th Autocalled,308.892,1.02001,0,1.023,,,-0.00299349,0.00900651,1
1_6-th Autocalled,115.537,0.000560474,0.00336451,0.388726,,,0.000560474,0.012560474,1
0_1-th Autocalled,286.742,1.02312,0,1.023,,,0.00012324,0.01212324,1
0_2-th Autocalled,300.598,1.05228,0,1.046,,,0.00627979,0.01827979,1
0_2-th Autocalled,306.688,1.04113,0,1.046,,,-0.00487483,0.00712517,1
0_2-th Autocalled,305.454,1.04159,0,1.046,,,-0.00441255,0.00758745,1
1_6-th Autocalled,138.733,0.00430346,0.00336451,0.466769,,,0.00430346,0.01630346,1
0_4-th Autocalled,295.958,1.08916,0,1.092,,,-0.00284151,0.00915849,1
0_2-th Autocalled,298.897,1.04277,0,1.046,,,-0.0032261,0.0087739,1
0_1-th Autocalled,320.344,1.02185,0,1.023,,,-0.00114969,0.01085031,1
0_6-th Autocalled,212.297,1.14695,0,1.138,,,0.00895164,0.02095164,1
0_1-th Autocalled,365.588,1.02354,0,1.023,,,0.000542216,0.012542216,1
0_1-th Autocalled,314.028,1.02134,0,1.023,,,-0.00165569,0.01034431,1
0_1-th Autocalled,283.448,-0.516076,0.00540837,1.023,,,-0.00608639,0.00591361,1
0_1-th Autocalled,291.939,1.02111,0,1.023,,,-0.00189438,0.01010562,1
0_1-th Autocalled,313.219,1.02349,0,1.023,,,0.000493601,0.012493601,1
0_1-th Autocalled,306.758,1.02383,0,1.023,,,0.000833736,0.012833736,1
0_6-th Autocalled,219.15,1.10264,0,1.138,,,-0.0353616,-0.0233616,0
0_1-th Autocalled,291.219,1.02368,0,1.023,,,0.000681577,0.012681577,1
0_1-th Autocalled,320.078,1.02343,0,1.023,,,0.000434567,0.012434567,1
0_1-th Autocalled,300.71,1.02296,0,1.023,,,-3.57E-05,0.011964286,1
0_1-th Autocalled,294.184,1.02145,0,1.023,,,-0.00155246,0.01044754,1
0_2-th Autocalled,319.758,1.04691,0,1.046,,,0.000906191,0.012906191,1
0_1-th Autocalled,323.686,1.02475,0,1.023,,,0.00174522,0.01374522,1
0_1-th Autocalled,315.491,1.01988,0,1.023,,,-0.00311832,0.00888168,1
0_5-th Autocalled,272.356,1.11496,0,1.115,,,-3.64E-05,0.011963552,1
0_2-th Autocalled,293.651,1.04725,0,1.046,,,0.00124639,0.01324639,1
0_1-th Autocalled,308.681,1.02393,0,1.023,,,0.000930996,0.012930996,1
0_1-th Autocalled,286.733,1.02281,0,1.023,,,-0.000185776,0.011814224,1
0_1-th Autocalled,315.6,1.02575,0,1.023,,,0.0027512,0.0147512,1
1_6-th Autocalled,212.076,-0.0113302,0.00336451,0.713533,,,-0.0113302,0.0006698,1
0_1-th Autocalled,283.895,-0.523365,0.00540837,1.023,,,-0.0109563,0.0010437,1
0_6-th Autocalled,208.664,1.09556,0,1.138,,,-0.0424409,-0.0304409,0
0_1-th Autocalled,308.519,1.01799,0,1.023,,,-0.00501376,0.00698624,1
1_6-th Autocalled,144.706,-0.00502329,0.00336451,0.486864,,,-0.00502329,0.00697671,1
0_1-th Autocalled,305.661,1.02381,0,1.023,,,0.000807405,0.012807405,1
0_6-th Autocalled,227.061,1.14833,0,1.138,,,0.0103339,0.0223339,1
0_1-th Autocalled,336.953,1.02209,0,1.023,,,-0.000910497,0.011089503,1
0_1-th Autocalled,324.313,1.02411,0,1.023,,,0.00110595,0.01310595,1
0_1-th Autocalled,309.458,1.02163,0,1.023,,,-0.00136767,0.01063233,1
0_1-th Autocalled,331.007,1.02683,0,1.023,,,0.00383177,0.01583177,1
0_1-th Autocalled,317.95,1.02523,0,1.023,,,0.00222815,0.01422815,1
0_1-th Autocalled,302.311,1.01779,0,1.023,,,-0.00521337,0.00678663,1
1_6-th Autocalled,133.269,-0.00470675,0.00336451,0.448386,,,-0.00470675,0.00729325,1
0_1-th Autocalled,304.271,1.02453,0,1.023,,,0.00153471,0.01353471,1
0_1-th Autocalled,349.178,1.02166,0,1.023,,,-0.00133941,0.01066059,1
0_3-th Autocalled,270.463,1.06399,0,1.069,,,-0.00500654,0.00699346,1
0_1-th Autocalled,309.11,1.0243,0,1.023,,,0.0012985,0.0132985,1
0_1-th Autocalled,290.684,1.02271,0,1.023,,,-0.000293697,0.011706303,1
0_5-th Autocalled,256.163,1.10726,0,1.115,,,-0.00773618,0.00426382,1
0_1-th Autocalled,337.001,1.02315,0,1.023,,,0.000146868,0.012146868,1
0_2-th Autocalled,321.82,1.04282,0,1.046,,,-0.0031786,0.0088214,1
0_1-th Autocalled,365.173,1.02107,0,1.023,,,-0.001932,0.010068,1
1_6-th Autocalled,154.364,-0.0161462,0.00336451,0.51936,,,-0.0161462,-0.0041462,0
0_1-th Autocalled,300.241,1.01957,0,1.023,,,-0.00343455,0.00856545,1
0_1-th Autocalled,333.725,1.02316,0,1.023,,,0.000159412,0.012159412,1
0_1-th Autocalled,330.209,1.02334,0,1.023,,,0.000340964,0.012340964,1
0_2-th Autocalled,293.037,1.04219,0,1.046,,,-0.00380833,0.00819167,1
0_1-th Autocalled,355.624,1.02223,0,1.023,,,-0.000774504,0.011225496,1
0_1-th Autocalled,290.517,1.02524,0,1.023,,,0.00224017,0.01424017,1
0_1-th Autocalled,293.001,1.0197,0,1.023,,,-0.00329767,0.00870233,1
0_1-th Autocalled,361.722,1.0223,0,1.023,,,-0.000702344,0.011297656,1
0_3-th Autocalled,302.464,1.06772,0,1.069,,,-0.00128451,0.01071549,1
0_1-th Autocalled,402.627,1.02393,0,1.023,,,0.000929429,0.012929429,1
0_1-th Autocalled,303.039,1.02892,0,1.023,,,0.00591964,0.01791964,1
0_1-th Autocalled,297.21,1.02045,0,1.023,,,-0.00254597,0.00945403,1
1_6-th Autocalled,159.072,-0.00289963,0.00336451,0.5352,,,-0.00289963,0.00910037,1
0_1-th Autocalled,306.399,1.02247,0,1.023,,,-0.000525472,0.011474528,1
0_1-th Autocalled,284.029,-0.514557,0.00540837,1.023,,,-0.00142529,0.01057471,1
0_1-th Autocalled,306.179,1.02349,0,1.023,,,0.000486708,0.012486708,1
0_1-th Autocalled,307.154,1.02399,0,1.023,,,0.000991681,0.012991681,1
0_1-th Autocalled,311.556,1.02336,0,1.023,,,0.000359716,0.012359716,1
0_1-th Autocalled,293.752,1.02324,0,1.023,,,0.000235497,0.012235497,1
0_3-th Autocalled,278.604,1.0631,0,1.069,,,-0.005899,0.006101,1
0_1-th Autocalled,297.767,1.02272,0,1.023,,,-0.000284452,0.011715548,1
0_1-th Autocalled,294.428,1.02508,0,1.023,,,0.00208269,0.01408269,1
0_1-th Autocalled,289.818,1.01949,0,1.023,,,-0.00350848,0.00849152,1
0_1-th Autocalled,319.538,1.02784,0,1.023,,,0.00484082,0.01684082,1
0_1-th Autocalled,345.714,1.02324,0,1.023,,,0.000237962,0.012237962,1
0_3-th Autocalled,270.386,1.06075,0,1.069,,,-0.00825287,0.00374713,1
0_1-th Autocalled,308.111,1.02161,0,1.023,,,-0.00139118,0.01060882,1
0_1-th Autocalled,291.51,1.02764,0,1.023,,,0.00463582,0.01663582,1
0_1-th Autocalled,290.332,1.02088,0,1.023,,,-0.00211895,0.00988105,1
0_1-th Autocalled,363.837,1.02635,0,1.023,,,0.00335095,0.01535095,1
0_3-th Autocalled,281.312,1.07027,0,1.069,,,0.00126816,0.01326816,1
0_1-th Autocalled,302.532,1.02155,0,1.023,,,-0.00144759,0.01055241,1
0_1-th Autocalled,318.435,1.02288,0,1.023,,,-0.00011505,0.01188495,1
0_2-th Autocalled,317.171,1.04839,0,1.046,,,0.00238699,0.01438699,1
1_6-th Autocalled,138.638,-0.00266085,0.00336451,0.46645,,,-0.00266085,0.00933915,1
0_2-th Autocalled,295.784,1.05408,0,1.046,,,0.00808421,0.02008421,1
0_3-th Autocalled,300.495,1.06968,0,1.069,,,0.000684063,0.012684063,1
0_1-th Autocalled,293.611,1.01979,0,1.023,,,-0.00320938,0.00879062,1
0_1-th Autocalled,316.787,1.02243,0,1.023,,,-0.00056692,0.01143308,1
1_6-th Autocalled,168.625,-0.00394622,0.00336451,0.567342,,,-0.00394622,0.00805378,1
0_3-th Autocalled,311.981,1.06171,0,1.069,,,-0.00729376,0.00470624,1
0_1-th Autocalled,355.58,1.0232,0,1.023,,,0.000201889,0.012201889,1
0_3-th Autocalled,304.001,1.06358,0,1.069,,,-0.00541893,0.00658107,1
0_2-th Autocalled,294.474,1.04866,0,1.046,,,0.00266016,0.01466016,1
0_1-th Autocalled,311.686,1.02076,0,1.023,,,-0.002243,0.009757,1
0_1-th Autocalled,285.269,1.01819,0,1.023,,,-0.00481156,0.00718844,1
0_1-th Autocalled,303.187,1.02643,0,1.023,,,0.00342691,0.01542691,1
0_1-th Autocalled,319.113,1.02294,0,1.023,,,-6.31E-05,0.011936873,1
0_1-th Autocalled,327.36,1.02343,0,1.023,,,0.00042963,0.01242963,1
0_1-th Autocalled,310.721,1.02294,0,1.023,,,-6.17E-05,0.011938253,1
0_3-th Autocalled,282.226,1.06592,0,1.069,,,-0.00308068,0.00891932,1
1_6-th Autocalled,123.707,0.00351484,0.00336451,0.416215,,,0.00351484,0.01551484,1
0_1-th Autocalled,372.043,1.02363,0,1.023,,,0.000626047,0.012626047,1
0_1-th Autocalled,286.628,1.01253,0,1.023,,,-0.0104729,0.0015271,1
0_1-th Autocalled,292.099,1.02295,0,1.023,,,-4.69E-05,0.011953113,1
0_1-th Autocalled,303.69,1.02361,0,1.023,,,0.000613016,0.012613016,1
0_2-th Autocalled,306.314,1.04421,0,1.046,,,-0.00179092,0.01020908,1
0_2-th Autocalled,295.434,1.04744,0,1.046,,,0.00144367,0.01344367,1
0_1-th Autocalled,307.471,1.02715,0,1.023,,,0.00414682,0.01614682,1
0_2-th Autocalled,287.58,1.05194,0,1.046,,,0.00593802,0.01793802,1
0_1-th Autocalled,329.624,1.01998,0,1.023,,,-0.00302048,0.00897952,1
0_1-th Autocalled,343.418,1.02284,0,1.023,,,-0.00015767,0.01184233,1
0_1-th Autocalled,293.89,1.01924,0,1.023,,,-0.00376312,0.00823688,1
0_1-th Autocalled,284.284,-0.520545,0.00540837,1.023,,,-0.00603368,0.00596632,1
0_1-th Autocalled,292.406,1.02095,0,1.023,,,-0.00204789,0.00995211,1
0_1-th Autocalled,325.463,1.02173,0,1.023,,,-0.00127452,0.01072548,1
1_6-th Autocalled,119.333,-0.0075195,0.00336451,0.401499,,,-0.0075195,0.0044805,1
0_1-th Autocalled,319.249,1.02109,0,1.023,,,-0.00191434,0.01008566,1
0_1-th Autocalled,291.98,1.02339,0,1.023,,,0.000389703,0.012389703,1
0_1-th Autocalled,336.279,1.02451,0,1.023,,,0.00150739,0.01350739,1
0_6-th Autocalled,227.638,1.12822,0,1.138,,,-0.00977881,0.00222119,1
0_6-th Autocalled,249.491,1.12476,0,1.138,,,-0.0132372,-0.0012372,0
0_1-th Autocalled,301.844,1.02108,0,1.023,,,-0.00191915,0.01008085,1
0_1-th Autocalled,289.885,1.02365,0,1.023,,,0.000649783,0.012649783,1
0_1-th Autocalled,382.936,1.02224,0,1.023,,,-0.000755921,0.011244079,1
0_1-th Autocalled,297.264,1.03059,0,1.023,,,0.00759447,0.01959447,1
0_1-th Autocalled,316.277,1.02134,0,1.023,,,-0.00165681,0.01034319,1
0_1-th Autocalled,300.605,1.02154,0,1.023,,,-0.00145656,0.01054344,1
0_3-th Autocalled,278.236,1.05488,0,1.069,,,-0.0141244,-0.0021244,0
0_1-th Autocalled,321.357,1.023,0,1.023,,,3.69E-06,0.012003686,1
0_1-th Autocalled,307.892,1.01758,0,1.023,,,-0.00542246,0.00657754,1
0_1-th Autocalled,302.236,1.02045,0,1.023,,,-0.00255341,0.00944659,1
0_1-th Autocalled,334.99,1.02602,0,1.023,,,0.00301919,0.01501919,1
0_1-th Autocalled,308.063,1.02022,0,1.023,,,-0.00278208,0.00921792,1
0_2-th Autocalled,346.644,1.04655,0,1.046,,,0.000550421,0.012550421,1
1_6-th Autocalled,155.648,-0.0018097,0.00336451,0.523679,,,-0.0018097,0.0101903,1
0_3-th Autocalled,322.43,1.07275,0,1.069,,,0.00375436,0.01575436,1
0_1-th Autocalled,321.141,1.02265,0,1.023,,,-0.000347024,0.011652976,1
0_1-th Autocalled,322.333,1.0191,0,1.023,,,-0.00390143,0.00809857,1
0_1-th Autocalled,287.95,1.02199,0,1.023,,,-0.00101482,0.01098518,1
0_1-th Autocalled,316.161,1.02099,0,1.023,,,-0.00200628,0.00999372,1
0_1-th Autocalled,328.455,1.02015,0,1.023,,,-0.00284705,0.00915295,1
0_1-th Autocalled,308.592,1.01948,0,1.023,,,-0.00351803,0.00848197,1
0_1-th Autocalled,299.901,1.02752,0,1.023,,,0.00451941,0.01651941,1
0_1-th Autocalled,301.429,1.02336,0,1.023,,,0.000358457,0.012358457,1
0_1-th Autocalled,314.676,1.02097,0,1.023,,,-0.00202828,0.00997172,1
0_2-th Autocalled,333.208,1.04903,0,1.046,,,0.00302571,0.01502571,1
0_1-th Autocalled,303.271,1.02235,0,1.023,,,-0.000651774,0.011348226,1
0_2-th Autocalled,295.983,1.04435,0,1.046,,,-0.00164527,0.01035473,1
0_1-th Autocalled,312.208,1.02008,0,1.023,,,-0.00291794,0.00908206,1
0_2-th Autocalled,298.452,1.04187,0,1.046,,,-0.00412695,0.00787305,1
0_1-th Autocalled,282.758,-0.730303,0.00615657,1.023,,,-0.0124859,-0.0004859,0
0_1-th Autocalled,336.141,1.02513,0,1.023,,,0.00213469,0.01413469,1
0_1-th Autocalled,327.534,1.02181,0,1.023,,,-0.00119136,0.01080864,1
0_1-th Autocalled,338.205,1.02451,0,1.023,,,0.00150858,0.01350858,1
1_6-th Autocalled,143.755,0.00163636,0.00336451,0.483664,,,0.00163636,0.01363636,1
0_1-th Autocalled,330.526,1.02314,0,1.023,,,0.000141945,0.012141945,1
0_1-th Autocalled,283.85,-0.519533,0.00540837,1.023,,,-0.00736448,0.00463552,1
0_1-th Autocalled,303.474,1.02058,0,1.023,,,-0.00241677,0.00958323,1
1_6-th Autocalled,184.544,0.0151753,0.00336451,0.620899,,,0.0151753,0.0271753,1
0_1-th Autocalled,284.902,1.01883,0,1.023,,,-0.00416756,0.00783244,1
0_1-th Autocalled,303.03,1.02297,0,1.023,,,-3.44E-05,0.0119656,1
0_1-th Autocalled,297.29,1.02354,0,1.023,,,0.00053986,0.01253986,1
0_1-th Autocalled,293.933,1.02615,0,1.023,,,0.00315149,0.01515149,1
0_5-th Autocalled,277.905,1.11412,0,1.115,,,-0.000883537,0.011116463,1
1_6-th Autocalled,191.929,-0.00201376,0.00336451,0.645748,,,-0.00201376,0.00998624,1
0_1-th Autocalled,306.4,1.02808,0,1.023,,,0.00507587,0.01707587,1
0_1-th Autocalled,297.305,1.0282,0,1.023,,,0.00520302,0.01720302,1
0_1-th Autocalled,306.184,1.02172,0,1.023,,,-0.00128032,0.01071968,1
0_3-th Autocalled,291.165,1.07097,0,1.069,,,0.00197267,0.01397267,1
0_1-th Autocalled,293.56,1.0211,0,1.023,,,-0.00190467,0.01009533,1
0_1-th Autocalled,285.102,1.02203,0,1.023,,,-0.000971046,0.011028954,1
0_2-th Autocalled,303.065,1.04365,0,1.046,,,-0.00234788,0.00965212,1
0_1-th Autocalled,298.921,1.01845,0,1.023,,,-0.00455313,0.00744687,1
0_4-th Autocalled,272.405,1.10252,0,1.092,,,0.0105168,0.0225168,1
0_6-th Autocalled,268.96,1.15816,0,1.138,,,0.0201648,0.0321648,1
0_2-th Autocalled,297.181,1.04326,0,1.046,,,-0.00273804,0.00926196,1
0_1-th Autocalled,302.371,1.0309,0,1.023,,,0.00789687,0.01989687,1
0_3-th Autocalled,273.597,1.06225,0,1.069,,,-0.00675336,0.00524664,1
0_1-th Autocalled,334.293,1.02258,0,1.023,,,-0.000424388,0.011575612,1
0_3-th Autocalled,309.176,1.06807,0,1.069,,,-0.000928765,0.011071235,1
0_1-th Autocalled,288.454,1.01811,0,1.023,,,-0.00488829,0.00711171,1
0_2-th Autocalled,284.567,0.408483,0.00220944,1.046,,,-0.00878243,0.00321757,1
0_1-th Autocalled,286.628,1.02694,0,1.023,,,0.0039449,0.0159449,1
0_1-th Autocalled,300.411,1.02255,0,1.023,,,-0.000446559,0.011553441,1
0_1-th Autocalled,302.303,1.02345,0,1.023,,,0.000454011,0.012454011,1
0_2-th Autocalled,292.85,1.04265,0,1.046,,,-0.00335127,0.00864873,1
0_1-th Autocalled,293.777,1.02325,0,1.023,,,0.000249658,0.012249658,1
0_1-th Autocalled,305.351,1.02343,0,1.023,,,0.000432432,0.012432432,1
0_1-th Autocalled,304.305,1.02448,0,1.023,,,0.00147567,0.01347567,1
0_1-th Autocalled,296.56,1.02349,0,1.023,,,0.000486598,0.012486598,1
0_1-th Autocalled,285.61,1.01928,0,1.023,,,-0.0037159,0.0082841,1
0_5-th Autocalled,292.688,1.11225,0,1.115,,,-0.00275292,0.00924708,1
0_1-th Autocalled,308.459,1.02243,0,1.023,,,-0.000570928,0.011429072,1
0_1-th Autocalled,296.512,1.02852,0,1.023,,,0.00552022,0.01752022,1
0_1-th Autocalled,347.19,1.02377,0,1.023,,,0.000773128,0.012773128,1
0_1-th Autocalled,312.978,1.02397,0,1.023,,,0.00097075,0.01297075,1
0_2-th Autocalled,342.911,1.04992,0,1.046,,,0.00391851,0.01591851,1
1_3-th Autocalled,268.89,-6.58879,0.0283417,1.069,,,-0.0369867,-0.0249867,0
0_1-th Autocalled,319.71,1.02265,0,1.023,,,-0.00035386,0.01164614,1
0_1-th Autocalled,309.916,1.02187,0,1.023,,,-0.00113007,0.01086993,1
1_6-th Autocalled,234.606,-0.0114007,0.00336451,0.789333,,,-0.0114007,0.0005993,1
0_1-th Autocalled,307.978,1.02213,0,1.023,,,-0.000869362,0.011130638,1
0_3-th Autocalled,278.183,1.07297,0,1.069,,,0.00397072,0.01597072,1
1_6-th Autocalled,152.319,-0.0165518,0.00336451,0.51248,,,-0.0165518,-0.0045518,0
0_1-th Autocalled,328.096,1.02393,0,1.023,,,0.000927572,0.012927572,1
0_1-th Autocalled,310.611,1.02297,0,1.023,,,-3.30E-05,0.011966981,1
0_2-th Autocalled,315.052,1.04755,0,1.046,,,0.00155125,0.01355125,1
0_2-th Autocalled,296.343,1.05085,0,1.046,,,0.00485496,0.01685496,1
0_3-th Autocalled,279.843,1.06837,0,1.069,,,-0.000631346,0.011368654,1
0_1-th Autocalled,321.217,1.02238,0,1.023,,,-0.000623583,0.011376417,1
0_5-th Autocalled,275.416,1.10868,0,1.115,,,-0.0063193,0.0056807,1
0_1-th Autocalled,322.306,1.02529,0,1.023,,,0.00229029,0.01429029,1
0_1-th Autocalled,283.777,-0.525749,0.00540837,1.023,,,-0.0139755,-0.0019755,0
0_1-th Autocalled,300.261,1.02263,0,1.023,,,-0.000373692,0.011626308,1
0_1-th Autocalled,311.175,1.02438,0,1.023,,,0.00138129,0.01338129,1
0_1-th Autocalled,307.588,1.02328,0,1.023,,,0.000280626,0.012280626,1
0_6-th Autocalled,265.517,1.13019,0,1.138,,,-0.00780502,0.00419498,1
0_2-th Autocalled,316.639,1.04645,0,1.046,,,0.000451811,0.012451811,1
0_1-th Autocalled,289.787,1.02653,0,1.023,,,0.00352633,0.01552633,1
0_2-th Autocalled,393.024,1.04227,0,1.046,,,-0.00372849,0.00827151,1
0_2-th Autocalled,294.526,1.04904,0,1.046,,,0.00304162,0.01504162,1
0_1-th Autocalled,347.72,1.02439,0,1.023,,,0.00138624,0.01338624,1
0_1-th Autocalled,323.787,1.02443,0,1.023,,,0.00142647,0.01342647,1
0_6-th Autocalled,311.404,1.12942,0,1.138,,,-0.00858364,0.00341636,1
0_1-th Autocalled,400.881,1.02382,0,1.023,,,0.000820119,0.012820119,1
0_3-th Autocalled,330.47,1.05897,0,1.069,,,-0.010031,0.001969,1
0_1-th Autocalled,317.334,1.02443,0,1.023,,,0.00143379,0.01343379,1
0_1-th Autocalled,295.203,1.0193,0,1.023,,,-0.00369973,0.00830027,1
0_1-th Autocalled,291.771,1.02753,0,1.023,,,0.00453241,0.01653241,1
0_1-th Autocalled,307.859,1.02339,0,1.023,,,0.000393468,0.012393468,1
0_4-th Autocalled,301.864,1.10103,0,1.092,,,0.00903494,0.02103494,1
1_6-th Autocalled,222.117,-0.0135293,0.00336451,0.747316,,,-0.0135293,-0.0015293,0
0_1-th Autocalled,306.491,1.02801,0,1.023,,,0.00501104,0.01701104,1
0_1-th Autocalled,330.055,1.0212,0,1.023,,,-0.00180159,0.01019841,1
0_1-th Autocalled,309.097,1.02188,0,1.023,,,-0.00112371,0.01087629,1
0_1-th Autocalled,353.543,1.02401,0,1.023,,,0.00101008,0.01301008,1
0_1-th Autocalled,294.543,1.0269,0,1.023,,,0.00389743,0.01589743,1
0_1-th Autocalled,379.734,1.02394,0,1.023,,,0.000942385,0.012942385,1
0_1-th Autocalled,302.403,1.02575,0,1.023,,,0.00275234,0.01475234,1
0_1-th Autocalled,310.436,1.02903,0,1.023,,,0.00603155,0.01803155,1
0_1-th Autocalled,295.252,1.02183,0,1.023,,,-0.00117396,0.01082604,1
0_1-th Autocalled,288.693,1.02253,0,1.023,,,-0.000468883,0.011531117,1
0_1-th Autocalled,331.728,1.02314,0,1.023,,,0.000137962,0.012137962,1
0_1-th Autocalled,307.456,1.0228,0,1.023,,,-0.000199888,0.011800112,1
0_1-th Autocalled,328.022,1.02251,0,1.023,,,-0.000493694,0.011506306,1
1_6-th Autocalled,100.37,0.00433174,0.00336451,0.337698,,,0.00433174,0.01633174,1
0_3-th Autocalled,300.687,1.06704,0,1.069,,,-0.00195698,0.01004302,1
0_1-th Autocalled,302.303,1.02321,0,1.023,,,0.000209734,0.012209734,1
0_2-th Autocalled,290.404,1.05474,0,1.046,,,0.00874123,0.02074123,1
0_1-th Autocalled,288.851,1.02061,0,1.023,,,-0.00239305,0.00960695,1
0_3-th Autocalled,303.853,1.06054,0,1.069,,,-0.00845958,0.00354042,1
0_1-th Autocalled,286.082,1.01887,0,1.023,,,-0.00413066,0.00786934,1
0_1-th Autocalled,299.585,1.01903,0,1.023,,,-0.00396529,0.00803471,1
0_6-th Autocalled,257.375,1.13404,0,1.138,,,-0.00395799,0.00804201,1
0_1-th Autocalled,284.025,-0.518119,0.00540837,1.023,,,-0.00500887,0.00699113,1
0_1-th Autocalled,343.542,1.02366,0,1.023,,,0.000660103,0.012660103,1
0_1-th Autocalled,286.835,1.02362,0,1.023,,,0.000621318,0.012621318,1
0_1-th Autocalled,301.888,1.02306,0,1.023,,,6.39E-05,0.01206393,1
0_1-th Autocalled,290.684,1.02442,0,1.023,,,0.00142217,0.01342217,1
0_1-th Autocalled,325.396,1.02376,0,1.023,,,0.000758926,0.012758926,1
0_3-th Autocalled,314.409,1.07123,0,1.069,,,0.00222804,0.01422804,1
0_1-th Autocalled,305.102,1.02252,0,1.023,,,-0.000482667,0.011517333,1
0_1-th Autocalled,296.101,1.02155,0,1.023,,,-0.00145176,0.01054824,1
0_1-th Autocalled,284.765,1.02825,0,1.023,,,0.00525397,0.01725397,1
0_1-th Autocalled,333.146,1.02206,0,1.023,,,-0.000937757,0.011062243,1
0_6-th Autocalled,243.287,1.13542,0,1.138,,,-0.00258159,0.00941841,1
0_1-th Autocalled,309.648,1.01938,0,1.023,,,-0.00361885,0.00838115,1
0_2-th Autocalled,335.744,1.04393,0,1.046,,,-0.00207121,0.00992879,1
0_1-th Autocalled,309.815,1.02434,0,1.023,,,0.00134314,0.01334314,1
0_2-th Autocalled,282.663,0.250532,0.00279095,1.046,,,-0.00656947,0.00543053,1
0_1-th Autocalled,321.539,1.02516,0,1.023,,,0.00216128,0.01416128,1
0_1-th Autocalled,329.253,1.02297,0,1.023,,,-3.31E-05,0.011966875,1
0_1-th Autocalled,297.32,1.02148,0,1.023,,,-0.00152015,0.01047985,1
0_1-th Autocalled,300.904,1.01786,0,1.023,,,-0.00514491,0.00685509,1
0_1-th Autocalled,293.897,1.02459,0,1.023,,,0.00158542,0.01358542,1
0_1-th Autocalled,326.131,1.02505,0,1.023,,,0.00205491,0.01405491,1
0_3-th Autocalled,292.999,1.06562,0,1.069,,,-0.00337539,0.00862461,1
1_6-th Autocalled,142.575,-0.00146066,0.00336451,0.479696,,,-0.00146066,0.01053934,1
0_1-th Autocalled,300.819,1.02619,0,1.023,,,0.00318835,0.01518835,1
0_1-th Autocalled,348.796,1.02346,0,1.023,,,0.000457187,0.012457187,1
0_1-th Autocalled,295.286,1.02489,0,1.023,,,0.00189179,0.01389179,1
0_1-th Autocalled,340.141,1.02438,0,1.023,,,0.00138212,0.01338212,1
0_4-th Autocalled,280.886,1.09376,0,1.092,,,0.0017623,0.0137623,1
