tau,s_tmp,cash,delta,pv,r_for,q,PL
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,324.444,1.02209,0,1.023,,,-0.000905112
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,314.463,1.02356,0,1.023,,,0.000560764
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,327.755,1.02238,0,1.023,,,-0.000620765
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,312.477,1.02338,0,1.023,,,0.000382838
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_5-th Autocalled,277.908,1.12082,0,1.115,,,0.00581609
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,308.375,1.02343,0,1.023,,,0.000432248
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,303.199,1.0199,0,1.023,,,-0.00310008
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,323.741,1.02572,0,1.023,,,0.00272202
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,303.65,1.02752,0,1.023,,,0.00452065
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,302.013,1.02233,0,1.023,,,-0.000669432
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,312.813,1.02498,0,1.023,,,0.0019799
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,329.484,1.02469,0,1.023,,,0.00168553
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,333.171,1.02249,0,1.023,,,-0.000505447
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,333.52,1.02368,0,1.023,,,0.000675469
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,388.046,1.02158,0,1.023,,,-0.00141613
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,295.374,1.06628,0,1.069,,,-0.00271699
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,304.579,1.03443,0,1.046,,,-0.0115686
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,234.805,1.14106,0,1.138,,,0.0030566
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,298.308,1.19056,-0.000548273,1.023,,,0.00400876
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,304.347,1.02381,0,1.023,,,0.000807386
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,318.641,1.06725,0,1.069,,,-0.00174785
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,308.555,1.01901,0,1.023,,,-0.00398953
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,324.481,1.0232,0,1.023,,,0.000197352
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,298.569,1.76435,-0.00237941,1.046,,,0.0079314
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,254.021,1.11164,0,1.138,,,-0.0263593
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,87.1071,-0.00305754,0.00336451,0.293073,,,-0.00305754
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,298.44,1.18689,-0.000548273,1.023,,,0.000267958
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,301.775,1.04078,0,1.046,,,-0.00521732
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,299.434,1.18681,-0.000548273,1.023,,,-0.000360737
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_4-th Autocalled,291.287,1.08532,0,1.092,,,-0.00667813
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,350.888,1.04903,0,1.046,,,0.00303035
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,319.487,1.05548,0,1.046,,,0.00948294
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_4-th Autocalled,289.574,1.08532,0,1.092,,,-0.00668029
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,225.649,0.000942203,0.00336451,0.759198,,,0.000942203
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,329.578,1.02281,0,1.023,,,-0.000193565
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,295.638,1.06577,0,1.069,,,-0.0032277
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,314.787,1.04404,0,1.046,,,-0.00195926
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,242.101,1.14536,0,1.138,,,0.00735569
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,331.789,1.02193,0,1.023,,,-0.00107066
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,298.443,1.18505,-0.000548273,1.023,,,-0.00157411
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,352.934,1.02311,0,1.023,,,0.000105328
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_5-th Autocalled,308.09,1.11656,0,1.115,,,0.00156269
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,178.872,-0.00888542,0.00336451,0.601817,,,-0.00888542
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,319.301,1.04845,0,1.046,,,0.00244843
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,193.56,1.18312,0,1.138,,,0.0451243
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,233.998,1.1215,0,1.138,,,-0.0164999
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,356.583,1.04803,0,1.046,,,0.00203227
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,193.73,1.12636,0,1.138,,,-0.0116357
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,138.972,-0.0119051,0.00336451,0.467574,,,-0.0119051
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,201.118,1.14279,0,1.138,,,0.00478821
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,305.564,1.02414,0,1.023,,,0.00113508
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_5-th Autocalled,267.586,2.41188,-0.00488893,1.115,,,-0.0113231
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,377.272,1.02402,0,1.023,,,0.00101833
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,315.596,1.02297,0,1.023,,,-2.68818e-05
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,316.45,1.02129,0,1.023,,,-0.00170713
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,403.848,1.02262,0,1.023,,,-0.000375497
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,143.203,-0.0077809,0.00336451,0.481809,,,-0.0077809
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,307.513,1.02186,0,1.023,,,-0.00114385
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_5-th Autocalled,287.127,1.11369,0,1.115,,,-0.00131183
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,292.55,1.06184,0,1.069,,,-0.00716162
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,377.728,1.02245,0,1.023,,,-0.000549228
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,286.46,1.07336,0,1.069,,,0.00435998
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,321.98,1.02564,0,1.023,,,0.00264408
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,345.669,1.04825,0,1.046,,,0.00225274
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,308.249,1.02382,0,1.023,,,0.000815226
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,122.114,-0.00738075,0.00336451,0.410855,,,-0.00738075
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,298.154,1.18498,-0.000548273,1.023,,,-0.00149202
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,142.351,-0.0074043,0.00336451,0.478943,,,-0.0074043
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_5-th Autocalled,279.753,1.12024,0,1.115,,,0.00524437
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,300.034,1.04734,0,1.046,,,0.00134123
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,335.339,1.02009,0,1.023,,,-0.00291061
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,213.619,1.1456,0,1.138,,,0.00760355
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,304.522,1.02963,0,1.023,,,0.00662757
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_4-th Autocalled,287.077,1.09554,0,1.092,,,0.00353757
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,300.651,1.01584,0,1.023,,,-0.00715842
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,329.252,1.02477,0,1.023,,,0.00177469
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,302.2,1.04939,0,1.046,,,0.00339499
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,200.991,1.14265,0,1.138,,,0.00464679
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,114.541,-0.0028724,0.00336451,0.385374,,,-0.0028724
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,302.777,1.02027,0,1.023,,,-0.00272546
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,337.762,1.02472,0,1.023,,,0.001724
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,240.028,1.13891,0,1.138,,,0.000914645
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,344.755,1.02437,0,1.023,,,0.00136764
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,316.765,1.02224,0,1.023,,,-0.000756149
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,322.552,1.062,0,1.069,,,-0.00699768
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,319.949,1.02327,0,1.023,,,0.00026541
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,328.055,1.02457,0,1.023,,,0.00157455
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,321.14,1.02164,0,1.023,,,-0.00135792
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,298.445,1.1865,-0.000548273,1.023,,,-0.000125129
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,318.526,1.04632,0,1.046,,,0.000324287
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,301.264,1.02149,0,1.023,,,-0.00151373
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,305.258,1.021,0,1.023,,,-0.00200469
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,302.534,1.06485,0,1.069,,,-0.00415382
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,313.911,1.02473,0,1.023,,,0.00173123
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,101.285,-0.00660701,0.00336451,0.340773,,,-0.00660701
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,328.899,1.02054,0,1.023,,,-0.00246115
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,304.69,1.02273,0,1.023,,,-0.000266485
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,334.445,1.0532,0,1.046,,,0.00719726
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,306.969,1.04931,0,1.046,,,0.00330977
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,308.471,1.05326,0,1.046,,,0.00726255
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,326.766,1.0217,0,1.023,,,-0.00130211
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,126.484,-0.013257,0.00336451,0.425556,,,-0.013257
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,303.797,1.01774,0,1.023,,,-0.00525508
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,346.424,1.02643,0,1.023,,,0.00343336
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_4-th Autocalled,291.517,1.07319,0,1.092,,,-0.0188106
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,130.514,0.00510988,0.00336451,0.439117,,,0.00510988
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,312.759,1.02464,0,1.023,,,0.00163704
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,335.94,1.02157,0,1.023,,,-0.00143217
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,229.327,1.1236,0,1.138,,,-0.0143962
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,227.039,1.1492,0,1.138,,,0.0112011
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,307.415,1.01895,0,1.023,,,-0.00405047
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,193.924,1.12456,0,1.138,,,-0.0134401
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,310.869,1.02679,0,1.023,,,0.00379208
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,124.19,-0.00535242,0.00336451,0.417839,,,-0.00535242
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,291.416,1.06785,0,1.069,,,-0.00114768
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,299.341,1.76075,-0.00237941,1.046,,,0.00249492
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_4-th Autocalled,291.525,1.08966,0,1.092,,,-0.00234071
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_4-th Autocalled,288.63,1.09207,0,1.092,,,6.85186e-05
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,318.426,1.07137,0,1.069,,,0.00237345
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,338.647,1.02128,0,1.023,,,-0.00172091
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,337.326,1.04231,0,1.046,,,-0.00368987
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,300.02,1.02323,0,1.023,,,0.000226108
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,71.4126,0.00783568,0.00336451,0.240268,,,0.00783568
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,324.461,1.0404,0,1.046,,,-0.00560028
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,306.367,1.02254,0,1.023,,,-0.000455804
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,306.871,1.04424,0,1.046,,,-0.00175858
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,334.6,1.02216,0,1.023,,,-0.000844862
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,308.733,1.05264,0,1.046,,,0.00664404
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,289.774,1.07448,0,1.069,,,0.0054818
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,341.597,1.02263,0,1.023,,,-0.000366656
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,188.898,1.05283,0,1.138,,,-0.0851743
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,309.546,1.02912,0,1.023,,,0.00612337
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,362.48,1.04755,0,1.046,,,0.00155424
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,155.872,-0.00939747,0.00336451,0.524433,,,-0.00939747
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,191.524,-0.000312158,0.00336451,0.644386,,,-0.000312158
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,371.572,1.0239,0,1.023,,,0.000904586
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,318.206,1.01792,0,1.023,,,-0.00507828
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,298.207,1.75666,-0.00237941,1.046,,,0.00110642
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,186.484,0.00194408,0.00336451,0.627428,,,0.00194408
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,329.404,1.02556,0,1.023,,,0.00255765
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,238.042,-0.0297822,0.00336451,0.800894,,,-0.0297822
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,300.43,1.02804,0,1.023,,,0.00504101
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,319.213,1.02093,0,1.023,,,-0.00207193
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,193.735,-0.0184616,0.00336451,0.651824,,,-0.0184616
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,306.382,1.04375,0,1.046,,,-0.00224998
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,325.713,1.02241,0,1.023,,,-0.000592375
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,329.619,1.02567,0,1.023,,,0.00266587
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,308.164,1.02231,0,1.023,,,-0.000694997
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,301.052,1.0443,0,1.046,,,-0.00170242
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,300.975,1.0471,0,1.046,,,0.0011031
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,214.216,1.1456,0,1.138,,,0.00759679
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,329.12,1.02365,0,1.023,,,0.000648013
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,317.931,1.02243,0,1.023,,,-0.000573733
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,353.582,1.02163,0,1.023,,,-0.00136679
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,298.28,1.18309,-0.000548273,1.023,,,-0.00345273
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,311.358,1.07401,0,1.069,,,0.00500571
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,298.229,1.18412,-0.000548273,1.023,,,-0.00239327
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,295.788,1.07409,0,1.069,,,0.00509222
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,299.531,1.02275,0,1.023,,,-0.000247132
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,325.009,1.07561,0,1.069,,,0.00661471
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,266.41,0.0769727,0.00336451,0.896338,,,0.0769727
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,303.778,1.02008,0,1.023,,,-0.00291973
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,242.401,1.13781,0,1.138,,,-0.00018629
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,218.553,-0.0118408,0.00336451,0.735324,,,-0.0118408
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,242.391,1.14945,0,1.138,,,0.0114508
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,165.053,-0.0173304,0.00336451,0.555322,,,-0.0173304
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,342.485,1.02216,0,1.023,,,-0.000840289
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,299.011,1.1862,-0.000548273,1.023,,,-0.000740464
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,305.186,1.02292,0,1.023,,,-7.92301e-05
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,320.79,1.02349,0,1.023,,,0.000486711
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,317.857,1.04198,0,1.046,,,-0.00402277
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,305.193,1.02529,0,1.023,,,0.00228898
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,306.451,1.02229,0,1.023,,,-0.000706661
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,302.75,1.04766,0,1.046,,,0.00165944
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,342.707,1.04249,0,1.046,,,-0.00351252
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,178.756,-0.0102768,0.00336451,0.601426,,,-0.0102768
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,307.962,1.02185,0,1.023,,,-0.00115007
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,186.891,0.00486643,0.00336451,0.628796,,,0.00486643
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,301.603,1.02541,0,1.023,,,0.00241356
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,321.113,1.02439,0,1.023,,,0.0013885
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,305.453,1.01787,0,1.023,,,-0.00513267
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,319.286,1.04445,0,1.046,,,-0.00154686
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,175.165,-0.00131528,0.00336451,0.589345,,,-0.00131528
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,311.068,1.02138,0,1.023,,,-0.0016214
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,388.549,1.02474,0,1.023,,,0.00174209
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,188.973,-0.0302755,0.00336451,0.635801,,,-0.0302755
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,345.275,1.02337,0,1.023,,,0.000366409
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,313.923,1.04518,0,1.046,,,-0.000817864
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,326.554,1.04899,0,1.046,,,0.00298781
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,313.192,1.0237,0,1.023,,,0.000701162
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,325.025,1.0229,0,1.023,,,-9.98533e-05
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,232.362,1.1251,0,1.138,,,-0.0129
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,299.768,1.02164,0,1.023,,,-0.00136145
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,333.067,1.02389,0,1.023,,,0.000887676
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,313.454,1.0441,0,1.046,,,-0.00190237
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,303.591,1.02698,0,1.023,,,0.00397606
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,310.41,1.01815,0,1.023,,,-0.0048479
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,305.039,1.02163,0,1.023,,,-0.00136889
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,319.994,1.0243,0,1.023,,,0.00129631
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,159.322,-0.0267824,0.00336451,0.536039,,,-0.0267824
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,305.927,1.02065,0,1.023,,,-0.00235085
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,299.071,1.18825,-0.000548273,1.023,,,0.00128197
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,244.224,1.15409,0,1.138,,,0.0160925
